Complaint ID,Date Received,Product,Sub-product,Issue,Company,State,Consumer Complaint Narrative,Company Response to Consumer,Timely Response?,Consumer Disputed?
5008226,21-09-2025,Checking or savings account,Savings account,Managing an account,BlueStone Capital,IA,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5008654,21-09-2025,Checking or savings account,Checking account,Bank fees,Vanguard Mutual,KS,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5008863,21-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,BlueStone Capital,NY,,Closed with explanation,Yes,No
5000119,22-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Crescent Federal,NV,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5000936,22-09-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Evergreen National,AK,,Closed with explanation,Yes,
5002484,22-09-2025,Credit card,General-purpose credit card,Incorrect balance,Sterling Financial Group,MN,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5002486,22-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Pioneer Community Bank,MS,"I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with explanation,Yes,No
5003817,22-09-2025,Credit card,Store credit card,Billing disputes,NorthRiver Banking,TX,"I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. During this process, taking advantage of my situation. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5004422,22-09-2025,Checking or savings account,Checking account,Deposits and withdrawals,Pioneer Community Bank,NY,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5007434,22-09-2025,Credit card,Store credit card,Problem with a purchase,NorthRiver Banking,AK,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5008569,22-09-2025,Debt collection,Medical debt,False statements,Summit Financial Corp,FL,I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5009055,22-09-2025,Credit card,Store credit card,Problem with a purchase,Sterling Financial Group,WA,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,No
5000045,23-09-2025,Checking or savings account,Savings account,Deposits and withdrawals,Vanguard Mutual,NY,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5000733,23-09-2025,Mortgage,Conventional home mortgage,Escrow account,Evergreen National,NE,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5001755,23-09-2025,Mortgage,FHA mortgage,Loan servicing,Crescent Federal,TN,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,
5003494,23-09-2025,Credit card,General-purpose credit card,Problem with a purchase,NorthRiver Banking,NY,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5004137,23-09-2025,Credit card,Store credit card,Problem with a purchase,Pioneer Community Bank,IL,"I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. During this process, taking advantage of my situation. I expect the company to correct the error.",Closed with monetary relief,Yes,Yes
5004333,23-09-2025,Credit card,General-purpose credit card,Incorrect balance,Summit Financial Corp,NY,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5004963,23-09-2025,Mortgage,Conventional home mortgage,Loan servicing,Apex Horizon Bank,PA,"I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with explanation,Yes,No
5005397,23-09-2025,Checking or savings account,Savings account,Deposits and withdrawals,NorthRiver Banking,MI,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
